"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Shim H.; Koo J.E.; Shim T.S.","Shim, Haerin (57225141261); Koo, Jeong Eun (57225139115); Shim, Tae Sup (57191380260)","57225141261; 57225139115; 57191380260","The effect of implementation of the Stewardship Code on nonprofessional investors’ judgment and decision-making","2023","Applied Economics","55","16","","1769","1789","20","2","10.1080/00036846.2022.2099526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136456926&doi=10.1080%2f00036846.2022.2099526&partnerID=40&md5=0b59d7281373c450b4679388cc1670ea","Article","Final","","Scopus","2-s2.0-85136456926"
"Baratta A.; Cimino A.; Longo F.; Solina V.; Verteramo S.","Baratta, Alessio (58221613000); Cimino, Antonio (26027418700); Longo, Francesco (57201515306); Solina, Vittorio (57197733652); Verteramo, Saverino (8522745500)","58221613000; 26027418700; 57201515306; 57197733652; 8522745500","The Impact of ESG Practices in Industry with a Focus on Carbon Emissions: Insights and Future Perspectives","2023","Sustainability (Switzerland)","15","8","6685","","","","30","10.3390/su15086685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156135886&doi=10.3390%2fsu15086685&partnerID=40&md5=e26031143f77b4a523f13b2041bc32a5","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85156135886"
"Nsibande L.M.Q.; Sebastian A.","Nsibande, Luyanda M. Q. (58133178300); Sebastian, Avani (57410801500)","58133178300; 57410801500","Is the environmental, social and corporate governance score the missing factor in the Fama-French five-factor model?","2023","South African Journal of Economic and Management Sciences","26","1","a4835","","","","3","10.4102/sajems.v26i1.4835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149503837&doi=10.4102%2fsajems.v26i1.4835&partnerID=40&md5=9785596086a505e8022c1a3f2d4b1a20","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149503837"
"Naeem M.A.; Farid S.; Arif M.; Paltrinieri A.; Alharthi M.","Naeem, Muhammad Abubakr (57200035580); Farid, Saqib (57194623123); Arif, Muhammad (57214828921); Paltrinieri, Andrea (56543538600); Alharthi, Majed (57191261456)","57200035580; 57194623123; 57214828921; 56543538600; 57191261456","COVID-19 and connectedness between Sustainable and Islamic equity markets","2023","Borsa Istanbul Review","23","1","","1","21","20","15","10.1016/j.bir.2022.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133697704&doi=10.1016%2fj.bir.2022.06.001&partnerID=40&md5=fcefc4905e96c919c9cf2e84e50ebd9f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85133697704"
"Kabderian Dreyer J.; Moreira M.; Smith W.T.; Sharma V.","Kabderian Dreyer, Johannes (55752639900); Moreira, Mateus (58038015200); Smith, William T. (7406470124); Sharma, Vivek (57200197617)","55752639900; 58038015200; 7406470124; 57200197617","Do environmental, social and governance practices affect portfolio returns? Evidence from the US stock market from 2002 to 2020","2023","Review of Accounting and Finance","22","1","","37","61","24","11","10.1108/RAF-02-2022-0046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145322004&doi=10.1108%2fRAF-02-2022-0046&partnerID=40&md5=bb46468fba2215490169820e7523325d","Article","Final","","Scopus","2-s2.0-85145322004"
"Śledzik K.; Szmelter-Jarosz A.; Schmidt E.K.; Bielawski K.; Declich A.","Śledzik, K. (57209291744); Szmelter-Jarosz, A. (57209295742); Schmidt, E. Kalpazidou (8943259900); Bielawski, K. (7003278886); Declich, A. (56400999800)","57209291744; 57209295742; 8943259900; 7003278886; 56400999800","Are Schumpeter’s Innovations Responsible? A Reflection on the Concept of Responsible (Research and) Innovation from a Neo-Schumpeterian Perspective","2023","Journal of the Knowledge Economy","14","4","","5065","5085","20","0","10.1007/s13132-023-01487-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169321944&doi=10.1007%2fs13132-023-01487-3&partnerID=40&md5=616c28635e68f274103518db88ba9e18","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85169321944"
"De la Torre-Torres O.V.","De la Torre-Torres, Oscar V. (56705640300)","56705640300","The cost of doing nothing: Testing the benefits of water disposal risk reduction with water management Activism investing in Latin America; [El costo de hacer nada: Una prueba de los beneficios de la reducción del riesgo de disposición de agua por medio de inversión activista en agua]","2023","Revista Mexicana de Economia y Finanzas Nueva Epoca","19","3","e954","","","","0","10.21919/remef.v19i3.954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180349723&doi=10.21919%2fremef.v19i3.954&partnerID=40&md5=75766b236513b1b52c83b69cda5367c1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180349723"
"Nyantakyi G.; Atta Sarpong F.; Adu Sarfo P.; Uchenwoke Ogochukwu N.; Coleman W.","Nyantakyi, George (58182806900); Atta Sarpong, Francis (57765286400); Adu Sarfo, Philip (58352706600); Uchenwoke Ogochukwu, Nneka (58354679700); Coleman, Winnifred (58353360300)","58182806900; 57765286400; 58352706600; 58354679700; 58353360300","A boost for performance or a sense of corporate social responsibility? A bibliometric analysis on sustainability reporting and firm performance research (2000-2022)","2023","Cogent Business and Management","10","2","2220513","","","","10","10.1080/23311975.2023.2220513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162965658&doi=10.1080%2f23311975.2023.2220513&partnerID=40&md5=ed92a934c575281006210008bf6ac781","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85162965658"
"Gao X.; Koedijk K.; Ryu S.; Wetzels S.; Zhou Z.","Gao, Xiang (57215576101); Koedijk, Kees (6701387063); Ryu, Sunghan (57189255551); Wetzels, Stan (58853849600); Zhou, Zhenfei (59278087900)","57215576101; 6701387063; 57189255551; 58853849600; 59278087900","Environmental, social, and governance tools and investment fund portfolio characteristics: a practical-question-oriented review","2023","Frontiers in Sustainability","4","","1323304","","","","0","10.3389/frsus.2023.1323304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183622087&doi=10.3389%2ffrsus.2023.1323304&partnerID=40&md5=45556c11efb0c750d1902dfa985463be","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183622087"
"Tampakoudis I.; Kiosses N.; Petridis K.","Tampakoudis, Ioannis (36159023600); Kiosses, Nikolaos (57211434854); Petridis, Konstantinos (55623878800)","36159023600; 57211434854; 55623878800","The impact of mutual funds’ ESG scores on their financial performance during the COVID-19 pandemic. A data envelopment analysis","2023","Corporate Governance (Bingley)","23","7","","1457","1483","26","7","10.1108/CG-12-2022-0491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152461382&doi=10.1108%2fCG-12-2022-0491&partnerID=40&md5=35076b56a5eefe007b4f63a7622cb7da","Article","Final","","Scopus","2-s2.0-85152461382"
"Starks L.T.","Starks, Laura T. (6603022208)","6603022208","Presidential Address: Sustainable Finance and ESG Issues—Value versus Values","2023","Journal of Finance","78","4","","1837","1872","35","45","10.1111/jofi.13255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162139431&doi=10.1111%2fjofi.13255&partnerID=40&md5=b9b425c4527366d273f5b3898b63c9b7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85162139431"
"Biyanwila S.J.","Biyanwila, S. Janaka (56419858600)","56419858600","Debt crisis and popular social protest in Sri Lanka: Citizenship, development and democracy within global north-south dynamics","2023","Debt Crisis and Popular Social Protest in Sri Lanka: Citizenship, Development and Democracy Within Global North-South Dynamics","","","","1","226","225","1","10.1108/9781837970223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174144327&doi=10.1108%2f9781837970223&partnerID=40&md5=79bfd3d21c6e3acdd921d3b245711bfe","Book","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85174144327"
"Minocha G.","Minocha, Geeta (58634880300)","58634880300","Don't Break the Bank, Build a New One: How Investing in Public Banks Can Solve Pensions' ESG Problem","2023","Columbia Journal of Law and Social Problems","56","4","","651","709","58","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173436270&partnerID=40&md5=4957aa2a257cd5355a93868cfa58239f","Article","Final","","Scopus","2-s2.0-85173436270"
"Aburto Barrera L.I.; Wagner J.","Aburto Barrera, Laura Iveth (58245051200); Wagner, Joël (36180428100)","58245051200; 36180428100","A systematic literature review on sustainability issues along the value chain in insurance companies and pension funds","2023","European Actuarial Journal","13","2","","653","701","48","6","10.1007/s13385-023-00349-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159137968&doi=10.1007%2fs13385-023-00349-1&partnerID=40&md5=612add2bb79b3df5ff884d9eba40e1db","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159137968"
"van Zanten J.A.; Rein B.","van Zanten, Jan Anton (57217066677); Rein, Bruno (58560314900)","57217066677; 58560314900","Who owns (un)sustainable companies? Examining institutional determinants of sustainable investing","2023","Journal of Cleaner Production","422","","138542","","","","2","10.1016/j.jclepro.2023.138542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169620960&doi=10.1016%2fj.jclepro.2023.138542&partnerID=40&md5=ca72be1300d1d3e19c3d0510223c16a5","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85169620960"
"Semenova N.","Semenova, Natalia (24476748800)","24476748800","The Public Effect of Private Sustainability Reporting: Evidence from Incident-Based Engagement Strategy","2023","Journal of Business Ethics","182","2","","559","572","13","5","10.1007/s10551-021-05007-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120556800&doi=10.1007%2fs10551-021-05007-8&partnerID=40&md5=5e42085b353d92d09091c6d9c2377f23","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85120556800"
"Díaz-Caro C.; Crespo-Cebada E.; Goenechea B.E.; Mirón Sanguino Á.-S.","Díaz-Caro, Carlos (57191165705); Crespo-Cebada, Eva (35094989300); Goenechea, Borja Encinas (55571416400); Mirón Sanguino, Ángel-Sabino (57422181600)","57191165705; 35094989300; 55571416400; 57422181600","Trinomial: Return-Risk and Sustainability: Is Sustainability Valued by Investors? A Choice Experiment for Spanish Investors Applied to SDG 12","2023","Risks","11","8","149","","","","1","10.3390/risks11080149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169052409&doi=10.3390%2frisks11080149&partnerID=40&md5=712030cde7e71eadc02526b930b30499","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85169052409"
"Calderon F.; Manuela Jr W.S.; Briones D.T.","Calderon, Felipe (57203330114); Manuela Jr, Wilfred S. (15822421800); Briones, Daisy T. (57221910390)","57203330114; 15822421800; 57221910390","The impact of sustainability reporting on organizational behaviour from Western and Asian perspectives: a systematic review of literature","2023","Journal of Sustainable Finance and Investment","13","2","","990","1008","18","2","10.1080/20430795.2021.1879560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100560426&doi=10.1080%2f20430795.2021.1879560&partnerID=40&md5=bd2a2c206a912859e259085942822e14","Article","Final","","Scopus","2-s2.0-85100560426"
"Angammana M.","Angammana, Menaka (58633384500)","58633384500","Introducing Board Gender Diversity to Sri Lanka","2023","Introducing Board Gender Diversity to Sri Lanka","","","","1","299","298","0","10.1007/978-981-99-0436-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173379709&doi=10.1007%2f978-981-99-0436-5&partnerID=40&md5=accfb4f586e72ec91f0b2c59e87a619b","Book","Final","","Scopus","2-s2.0-85173379709"
"Zhang J.; Yang Y.","Zhang, Jitao (57993304200); Yang, Yongliang (57195397951)","57993304200; 57195397951","Can environmental disclosure improve price efficiency? The perspective of price delay","2023","Finance Research Letters","52","","103556","","","","12","10.1016/j.frl.2022.103556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143361532&doi=10.1016%2fj.frl.2022.103556&partnerID=40&md5=5309e21ee9d1a5ac4367197fe75d6560","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143361532"
"Ametefe F.K.; Brenni P.A.; Viruly F.","Ametefe, Frank K. (38560969100); Brenni, Precious A. (57226147107); Viruly, François (55151438200)","38560969100; 57226147107; 55151438200","Sustainable real estate investment and finance in developing economies: Challenges and opportunities","2023","Sustainable and Responsible Investment in Developing Markets","","","","262","285","23","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165138768&partnerID=40&md5=e7db37cc90d79e19d26f27cd0a0bd930","Book chapter","Final","","Scopus","2-s2.0-85165138768"
"Su J.; Sun Y.","Su, Jiahui (58489737000); Sun, Yidi (58489611400)","58489737000; 58489611400","An Improved TOPSIS Model Based on Cumulative Prospect Theory: Application to ESG Performance Evaluation of State-Owned Mining Enterprises","2023","Sustainability (Switzerland)","15","13","10046","","","","5","10.3390/su151310046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164919271&doi=10.3390%2fsu151310046&partnerID=40&md5=1792e19ce02a2badef6612dda4ca223c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164919271"
"Gangi F.; D’Angelo E.; Daniele L.M.","Gangi, Francesco (55646433500); D’Angelo, Eugenio (57204618505); Daniele, Lucia Michela (57204626852)","55646433500; 57204618505; 57204626852","Disentangling corporate social responsibility: the impact of corporate governance on the social and environmental performance of pharmaceutical and biotech firms","2023","Handbook of Research Methods for Corporate Governance","","","","160","198","38","1","10.4337/9781802202892.00017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166117838&doi=10.4337%2f9781802202892.00017&partnerID=40&md5=9d36a85d7107e5ac7b548876d427355d","Book chapter","Final","","Scopus","2-s2.0-85166117838"
"He Z.; Hu K.; Li Z.","He, Zehua (58555370700); Hu, Kexin (58554957900); Li, Zhongfei (57555931400)","58555370700; 58554957900; 57555931400","Drifting from the Sustainable Development Goal: Style Drift in ESG Funds","2023","Sustainability (Switzerland)","15","16","12472","","","","2","10.3390/su151612472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169149323&doi=10.3390%2fsu151612472&partnerID=40&md5=13afb062cc128bd1547e7a491a0e11e2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85169149323"
"Begemann A.; Dolriis C.; Winkel G.","Begemann, A. (57224113922); Dolriis, C. (57874342300); Winkel, G. (26634538900)","57224113922; 57874342300; 26634538900","Rich forests, rich people? Sustainable finance and its links to forests","2023","Journal of Environmental Management","326","","116808","","","","4","10.1016/j.jenvman.2022.116808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143527692&doi=10.1016%2fj.jenvman.2022.116808&partnerID=40&md5=887252cbea2d7944223979bef8c7e018","Article","Final","","Scopus","2-s2.0-85143527692"
"Van Opstal W.; Smeets A.","Van Opstal, Wim (57205055334); Smeets, Anse (57207965544)","57205055334; 57207965544","Circular economy strategies as enablers for solar PV adoption in organizational market segments","2023","Sustainable Production and Consumption","35","","","40","54","14","33","10.1016/j.spc.2022.10.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142676087&doi=10.1016%2fj.spc.2022.10.019&partnerID=40&md5=9becbcf4b45d95a776b61008ae6ccab4","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142676087"
"Zhu J.; Lin N.; Zhu H.; Liu X.","Zhu, Jie (58113606000); Lin, Nan (57669412500); Zhu, Hong (58113650900); Liu, Xianchang (58113651000)","58113606000; 57669412500; 58113650900; 58113651000","Role of sharing economy in energy transition and sustainable economic development in China","2023","Journal of Innovation and Knowledge","8","2","100314","","","","21","10.1016/j.jik.2023.100314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148669710&doi=10.1016%2fj.jik.2023.100314&partnerID=40&md5=193cd4149636c80ab1113cb88a1f0c0e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85148669710"
"Fiorillo P.; Gangi F.; Meles A.; Mustilli M.; Salerno D.","Fiorillo, Paolo (57412159300); Gangi, Francesco (55646433500); Meles, Antonio (56419990400); Mustilli, Mario (56070310600); Salerno, Dario (57207468216)","57412159300; 55646433500; 56419990400; 56070310600; 57207468216","The Impact of Equity Analysts on ESG Performance: Evidence from an Exogenous Shock","2023","Global Business Review","","","","","","","3","10.1177/09721509231168252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165156617&doi=10.1177%2f09721509231168252&partnerID=40&md5=c10c3d3e7b6a523a51f0ad900fd6106b","Article","Article in press","","Scopus","2-s2.0-85165156617"
"García-Amate A.; Ramírez-Orellana A.; Rojo-Ramírez A.A.; Casado-Belmonte M.P.","García-Amate, Antonio (57211407437); Ramírez-Orellana, Alicia (57211405926); Rojo-Ramírez, Alfonso A. (36129691400); Casado-Belmonte, M. Pilar (57205611607)","57211407437; 57211405926; 36129691400; 57205611607","Do ESG controversies moderate the relationship between CSR and corporate financial performance in oil and gas firms?","2023","Humanities and Social Sciences Communications","10","1","749","","","","5","10.1057/s41599-023-02256-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175165350&doi=10.1057%2fs41599-023-02256-y&partnerID=40&md5=ab10cff0bc9a922a98147166eed39d19","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85175165350"
"Pacelli V.; Pampurini F.; Quaranta A.G.","Pacelli, Vincenzo (35118012800); Pampurini, Francesca (57202740086); Quaranta, Anna Grazia (13411293800)","35118012800; 57202740086; 13411293800","Environmental, Social and Governance investing: Does rating matter?","2023","Business Strategy and the Environment","32","1","","30","41","11","25","10.1002/bse.3116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129227804&doi=10.1002%2fbse.3116&partnerID=40&md5=2c7fd5083cd0216080360492a416e185","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85129227804"
"Popescu I.-S.; Gibon T.; Hitaj C.; Rubin M.; Benetto E.","Popescu, Ioana-Stefania (57219371742); Gibon, Thomas (56117208900); Hitaj, Claudia (55512410800); Rubin, Mirco (57190488559); Benetto, Enrico (24334369400)","57219371742; 56117208900; 55512410800; 57190488559; 24334369400","Are SRI funds financing carbon emissions? An input-output life cycle assessment of investment funds","2023","Ecological Economics","212","","107918","","","","7","10.1016/j.ecolecon.2023.107918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162157355&doi=10.1016%2fj.ecolecon.2023.107918&partnerID=40&md5=e80c5a45a0e800429cbef96703a2e537","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85162157355"
"Sarhan A.A.; Al-Najjar B.","Sarhan, Ahmed A. (57203903568); Al-Najjar, Basil (35069022900)","57203903568; 35069022900","The influence of corporate governance and shareholding structure on corporate social responsibility: The key role of executive compensation","2023","International Journal of Finance and Economics","28","4","","4532","4556","24","28","10.1002/ijfe.2663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133186612&doi=10.1002%2fijfe.2663&partnerID=40&md5=ae168b4713e4f39a338ad565ca80e15c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85133186612"
"Agyeman B.; Abor J.Y.; Karimu A.","Agyeman, Benjamin (58493868400); Abor, Joshua Yindenaba (55939861700); Karimu, Amin (55557779900)","58493868400; 55939861700; 55557779900","Sustainable and responsible energy investment in developing economies","2023","Sustainable and Responsible Investment in Developing Markets","","","","322","346","24","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165142068&partnerID=40&md5=863f37fd0c3c6b7f4a7632d9a8627cb0","Book chapter","Final","","Scopus","2-s2.0-85165142068"
"Ganie I.R.; Haldar A.; Wani T.A.; Manuj H.","Ganie, Irfan Rashid (57458313900); Haldar, Arunima (56410584100); Wani, Tahir Ahmad (57224186269); Manuj, Hemant (57215497344)","57458313900; 56410584100; 57224186269; 57215497344","Do institutional investors affect corporate governance through proxy voting and shareholder activism? Evidence from India","2023","International Journal of Organizational Analysis","","","","","","","1","10.1108/IJOA-04-2023-3718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180892362&doi=10.1108%2fIJOA-04-2023-3718&partnerID=40&md5=94f1cecb34869dfcc8cfdc64f5d59161","Article","Article in press","","Scopus","2-s2.0-85180892362"
"Marszk A.; Lechman E.","Marszk, Adam (56499260300); Lechman, Ewa (56499101500)","56499260300; 56499101500","Sustainable Investing: Socio-Economic Impacts of Exchange-Traded Funds","2023","Sustainable Investing: Socio-Economic Impacts of Exchange-Traded Funds","","","","1","244","243","0","10.1016/C2020-0-00386-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151196478&doi=10.1016%2fC2020-0-00386-5&partnerID=40&md5=24dc4c9bee88d6ac98bca9e77f741589","Book","Final","","Scopus","2-s2.0-85151196478"
"Verma R.; Mohnot R.","Verma, Rahul (7402270087); Mohnot, Rajesh (17135699100)","7402270087; 17135699100","Relative Impact of the U.S. Energy Market Sentiments on Stocks and ESG Index Returns: Evidence from GCC Countries","2023","International Journal of Energy Economics and Policy","13","2","","290","300","10","0","10.32479/ijeep.14184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152408129&doi=10.32479%2fijeep.14184&partnerID=40&md5=e12ab7cd17d98184ab78a95b97fc19ef","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152408129"
"Marzuki A.; Nor F.M.; Ramli N.A.; Basah M.Y.A.; Aziz M.R.A.","Marzuki, Ainulashikin (57008870500); Nor, Fauzias Mat (17135907800); Ramli, Nur Ainna (57532878900); Basah, Mohamad Yazis Ali (57191346837); Aziz, Muhammad Ridhwan Ab (43260921400)","57008870500; 17135907800; 57532878900; 57191346837; 43260921400","The Influence of ESG, SRI, Ethical, and Impact Investing Activities on Portfolio and Financial Performance—Bibliometric Analysis/Mapping and Clustering Analysis","2023","Journal of Risk and Financial Management","16","7","321","","","","3","10.3390/jrfm16070321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165947308&doi=10.3390%2fjrfm16070321&partnerID=40&md5=8c8d9872a611a1c6ba30a331aa0a2b93","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85165947308"
"Kapil S.; Kumar S.","Kapil, Sheeba (55258937300); Kumar, Sarika (58251732400)","55258937300; 58251732400","Unveiling the relationship between ownership structure and sustainability performance: Evidence from Indian acquirers","2023","Journal of Cleaner Production","413","","137039","","","","2","10.1016/j.jclepro.2023.137039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159454612&doi=10.1016%2fj.jclepro.2023.137039&partnerID=40&md5=7f6d3bbe45027c79557d0fdeb6cf84df","Article","Final","","Scopus","2-s2.0-85159454612"
"Coelho R.; Jayantilal S.; Ferreira J.J.","Coelho, Rui (58066846600); Jayantilal, Shital (57189248288); Ferreira, Joao J. (25959981800)","58066846600; 57189248288; 25959981800","The impact of social responsibility on corporate financial performance: A systematic literature review","2023","Corporate Social Responsibility and Environmental Management","30","4","","1535","1560","25","56","10.1002/csr.2446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146322291&doi=10.1002%2fcsr.2446&partnerID=40&md5=5d8b67bec72e497a589c7878642c1439","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85146322291"
"Jun H.","Jun, Hannah (56406044600)","56406044600","One in the Same? Unpacking Corporate Social Responsibility (CSR) and ESG in South Korea","2023","Korea Observer","54","1","","59","80","21","3","10.29152/KOIKS.2023.54.1.59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150952256&doi=10.29152%2fKOIKS.2023.54.1.59&partnerID=40&md5=8c4c9ef902e48abb0fbcd1965884d970","Article","Final","","Scopus","2-s2.0-85150952256"
