"","Author","Title","Key","Publication.Title","DOI","Date"
"145","Nilsson, Jonas","Investment with a Conscience: Examining the Impact of Pro-Social Attitudes and Perceived Financial Performance on Socially Responsible Investment Behavior","JCG5985E","Journal of Business Ethics","10.1007/s10551-007-9621-z",2007
"146","Bourque, Linda B.; Fielder, Eve","How To Conduct Self-Administered and Mail Surveys. The Survey Kit, Volume 3.","33RGVEZE",NA,"",1995
"147","Valor, Carmen; de la Cuesta, Marta; Fernández, Beatriz","Understanding demand for retail socially responsible investments: a survey of individual investors and financial consultants","V9HAU8J3","Corporate Social Responsibility and Environmental Management","10.1002/csr.172",2008
"148","del Rosario Balaguer Franch, María; Izquierdo, María Angeles Fernández; Torres, María Jesús Muñoz","The role of fund management institutions in the development of socially responsible investments: an analysis of the Spanish case","78LNLDIH","International Journal of Electronic Finance","10.1504/ijef.2008.020603",2008
"149","Kale, Prashant; Dyer, Jeffrey H.; Singh, Harbir","Alliance capability, stock market response, and long‐term alliance success: the role of the alliance function","SP38FWFE","Strategic Management Journal","10.1002/smj.248",2002
"150","Kilka, Michael; Weber, Martin","What Determines the Shape of the Probability Weighting Function Under Uncertainty","VFTIET4A","Management Science","10.1287/mnsc.47.12.1712.10239",2001
"151","Qiu, Jianying; Steiger, Eva-Maria","Understanding the Two Components of Risk Attitudes: An Experimental Analysis","CNXKQ5CR","Management Science","10.1287/mnsc.1100.1260",2011
"152","Bleichrodt, Han","Probability Weighting in Choice under Risk: An Empirical Test","G6I6DKMP","Journal of Risk and Uncertainty","10.1023/a:1011136203223",2001
"153","Epstein, Larry G.; Zhang, Jiankang","SUBJECTIVE PROBABILITIES ON SUBJECTIVELY UNAMBIGUOUS EVENTS","ZQHMB8FS","Econometrica","10.1111/1468-0262.00193",2001
"154","Tversky, Amos; Kahneman, Daniel","Advances in prospect theory: cumulative representation of uncertainty","JAS29Y3F","Journal of Risk and Uncertainty","10.1007/bf00122574",1992
"155","Keynes, John Maynard","A Treatise on Probability","EHVZXZIG","","",1921
"156","Wu, George; Zhang, Jiao; Abdellaoui, Mohammed","Testing Prospect Theories Using Probability Tradeoff Consistency","RQU8UKUZ","Journal of Risk and Uncertainty","10.1007/s11166-005-6561-9",2005
"157","Harrison, Glenn W.","Hypothetical Bias Over Uncertain Outcomes","PUPHECHX",NA,"",2006
"158","Abdellaoui, Mohammed; Wakker, Peter P.","The Likelihood Method for Decision under Uncertainty","9DDWZRMW","Theory and Decision","10.1007/s11238-005-8320-4",2005
"159","Mosteller, Frederick; Nogee, Philip","An Experimental Measurement of Utility","UJTPHFPK","Journal of Political Economy","10.1086/257106",1951
"160","Abdellaoui, Mohammed","A Genuine Rank-Dependent Generalization of the Von Neumann-Morgenstern Expected Utility Theorem","BQP24DZZ","Econometrica","10.1111/1468-0262.00301",2002
"161","Kahn, Barbara E.; Sarin, Rakesh K.","Modeling Ambiguity in Decisions Under Uncertainty","UP9SPHW4","Journal of Consumer Research","10.1086/209163",1988
"162","Schmeidler, David","SUBJECTIVE PROBABILITY AND EXPECTED UTILITY WITHOUT ADDITIVITY","VE9TMS69","Econometrica","",1989
"163","Goeree, Jacob K.; Holt, Charles A.; Palfrey, Thomas R.","Quantal Response Equilibrium and Overbidding in Private-Value Auctions","DHI4N69B","Journal of Economic Theory","10.1006/jeth.2001.2914",2002
"164","Baltussen, Guido; Post, Thierry; van den Assem, Martijn J.; Wakker, Peter P.","Random incentive systems in a dynamic choice experiment","XYMSABCW","Experimental Economics","10.1007/s10683-011-9306-4",2011
"165","Kühberger, Anton; Schulte-Mecklenbeck, Michael; Perner, Josef","The Effects of Framing, Reflection, Probability, and Payoff on Risk Preference in Choice Tasks","GCB8MH8L","Organizational behavior and human decision processes","10.1006/obhd.1999.2830",1999
"166","Ghirardato, Paolo; Maccheroni, Fabio; Marinacci, Massimo; Siniscalchi, Marciano","A Subjective Spin on Roulette Wheels","2YUVVL3P","Econometrica","10.1111/1468-0262.00472",2003
"167","Bleichrodt, Han; Pinto, José Luis","A Parameter-Free Elicitation of the Probability Weighting Function in Medical Decision Analysis","DT9BQWTK","Management Science","10.1287/mnsc.46.11.1485.12086",2000
"168","Fatas, Enrique; Neugebauer, Tibor; Tamborero, Pilar","How Politicians Make Decisions: A Political Choice Experiment","4LE33SJI","Journal of Economics","10.1007/s00712-007-0264-4",2007
"169","Fox, Craig R.; Rogers, Brett A.; Tversky, Amos","Options traders exhibit subadditive decision weights","BHRHI8RN","Journal of Risk and Uncertainty","10.1007/bf00055335",1996
"170","Birnbaum, Michael H.","Evaluation of the priority heuristic as a descriptive model of risky decision making: comment on Brandstätter, Gigerenzer, and Hertwig (2006).","I9YYJV63","Psychological review","10.1037/0033-295x.115.1.253",2008
"171","Zeisberger, Stefan; Vrecko, Dennis; Langer, Thomas","Measuring the time stability of prospect theory preferences","GUHBG5XR","Theory and Decision","10.1007/s11238-010-9234-3",2010
"172","Armantier, Olivier","DO WEALTH DIFFERENCES AFFECT FAIRNESS CONSIDERATIONS","WV77QAJY","International Economic Review","10.1111/j.1468-2354.2006.00383.x",2006
"173","MacCrimmon, Kenneth R.; Larsson, Stig","Utility Theory: Axioms Versus ‘Paradoxes’","Q76D7PJP","Expected Utility Hypotheses and the Allais Paradox","",1979
"174","Kahneman, Daniel; Tversky, Amos","Prospect theory: analysis of decision under risk","TF8UK4FP","Econometrica","10.2307/1914185",1979
"175","Gilboa, Itzhak","EXPECTED UTILITY WITH PURELY SUBJECTIVE NON-ADDITIVE PROBABILITIES","S3SYPEX3","Journal of Mathematical Economics","10.1016/0304-4068(87)90022-x",1987
"176","Gonzalez, Richard; Wu, George","On the Shape of the Probability Weighting Function","49WSVY8H","Cognitive psychology","10.1006/cogp.1998.0710",1999
"177","Harrison, Glenn W.","Hypothetical Bias Over Uncertain Outcomes","7BWQHA5I","Using Experimental Methods in Environmental and Resource Economics","",2006
"178","Henrich, Joseph; McElreath, Richard","Are peasants risk-averse decision makers?","X9EPESQ7","Current Anthropology","10.1086/338291",2002
"179","Curley, Shawn P.; Yates, J. Frank","An empirical evaluation of descriptive models of ambiguity reactions in choice situations","DQG6L694","Journal of Mathematical Psychology","10.1016/0022-2496(89)90019-9",1989
"180","Jullien, Bruno; Salanié, Bernard","Estimating Preferences under Risk: The Case of Racetrack Bettors","UMRDBDVX","Journal of Political Economy","10.1086/262127",2000
"181","Allais, Maurice","Le comportement de l'homme rationnel devant le risque : critique des postulats et axiomes de l'ecole americaine","39NXL45S","Econometrica","10.2307/1907921",1953
"182","Abdellaoui, Mohammed","Parameter-Free Elicitation of Utility and Probability Weighting Functions","NEQUYNZR","Management Science","10.1287/mnsc.46.11.1497.12080",2000
"183","Knight, Frank","The economic nature of the firm: From Risk, Uncertainty, and Profit","L6UQT6IA","The Economic Nature of the Firm","",2009
"184","Erner, Carsten; Klos, Alexander; Langer, Thomas","Can prospect theory be used to predict an investor’s willingness to pay?","3M6V3ARJ","Journal of Banking & Finance","10.1016/j.jbankfin.2012.12.008",2013
"185","Einhorn, Hillel J.; Hogarth, Robin M.","Ambiguity and Uncertainty in Probabilistic Inference.","TP8TS8EX","Psychological Review","10.1037/0033-295x.92.4.433",1985
"186","Hogarth, Robin M.; Einhorn, Hillel J.","Venture Theory: A Model of Decision Weights","TW5WHHRI","Management Science","10.1287/mnsc.36.7.780",1990
"187","Wakker, Peter P.; Deneffe, Daniel","Eliciting von Neumann-Morgenstern Utilities When Probabilities Are Distorted or Unknown","SK4S2DJH","Management Science","10.1287/mnsc.42.8.1131",1996
"188","Bearden, J. Neil; Wallsten, Thomas S.; Fox, Craig R.","Contrasting stochastic and support theory accounts of subadditivity","GG955FAA","Journal of Mathematical Psychology","10.1016/j.jmp.2007.04.001",2007
"189","Gilboa, Itzhak; Schmeidler, David","MAxmin expected utility with non-unique prior","FW7FWAFP","Journal of Mathematical Economics","10.1016/0304-4068(89)90018-9",1989
"190","Hartinger, Armin","Do generalized expected utility theories capture persisting properties of individual decision makers","ST9YAYNZ","Acta Psychologica","10.1016/s0001-6918(99)00018-9",1999
"191","Weber, Elke U.","From subjective probabilities to decision weights: The effect of asymmetric loss functions on the evaluation of uncertain outcomes and events.","TINN83FA","Psychological Bulletin","10.1037/0033-2909.115.2.228",1994
"192","Barron, Greg; Erev, Ido","Small feedback‐based decisions and their limited correspondence to description‐based decisions","DHT9HXGZ","Journal of Behavioral Decision Making","10.1002/bdm.443",2003
"193","Epper, Thomas; Fehr-Duda, Helga","The Missing Link: Unifying Risk Taking and Time Discounting","94A4TLVY","Research Papers in Economics","",2012
"194","Abdellaoui, Mohammed; Baillon, Aurélien; Placido, Laetitia; Wakker, Peter P.","The Rich Domain of Uncertainty: Source Functions and Their Experimental Implementation","BDMVFQID","American Economic Review","10.1257/aer.101.2.695",2011
"195","Li, Libo; He, Shu-Hong; Li, Shu; Xu, Jie-Hong; Rao, Li-Lin","A closer look at the Russian roulette problem: A re-examination of the nonlinearity of the prospect theory's decision weight π","5ZSMGSS6","International Journal of Approximate Reasoning","10.1016/j.ijar.2008.10.004",2009
"196","Goeree, Jacob K.; Holt, Charles A.; Palfrey, Thomas R.","Risk Averse Behavior in Generalized Matching Pennies Games","YQ8YU2QB","Games and Economic Behavior","10.1016/s0899-8256(03)00052-6",2003
"197","Fox, Craig R.; Tversky, Amos","A Belief-Based Account of Decision Under Uncertainty","5RQIPPA4","Management Science","10.1287/mnsc.44.7.879",1998
"198","Blavatskyy, Pavlo R.","Error Propagation in the Elicitation of Utility and Probability Weighting Functions","4JPP98QZ","Theory and Decision","10.1007/s11238-005-4593-x",2006
"199","Hey, John D.; Orme, Chris D.","Investigating Generalisations of Expected Utility Theory using Experimental Data","5TPEKYQJ","Econometrica","10.2307/2951750",1994
"200","Bostic, Raphael W.; Herrnstein, R.J.; Luce, R. Duncan","The effect on the preference-reversal phenomenon of using choice indifferences","ARGHDZVV","Journal of Economic Behavior & Organization","10.1016/0167-2681(90)90086-s",1990
"201","Rabin, Matthew","Risk Aversion and Expected-Utility Theory: A Calibration Theorem","67J2WX56","Econometrica","10.1111/1468-0262.00158",2000
"202","Stott, Henry P.","Cumulative prospect theory's functional menagerie","LU4EWYMY","Journal of Risk and Uncertainty","10.1007/s11166-006-8289-6",2006
"203","Harrison, Glenn W.","An experimental test for risk aversion","NJ2WTTTJ","Economics Letters","10.1016/0165-1765(86)90111-4",1986
"204","Wu, George; Gonzalez, Richard","Nonlinear Decision Weights in Choice Under Uncertainty","7VHFZ9QP","Management Science","10.1287/mnsc.45.1.74",1999
"205","Mosteller, Frederick; Nogee, Philip","An Experimental Measurement of Utility","ATCJLV53","Springer Series in Statistics","10.1007/978-0-387-44956-2_11",0
"206","Greenspan, Alan","Risk and Uncertainty in Monetary Policy","QV2WHC4M","American Economic Review","10.1257/0002828041301551",2004
"207","Grabisch, Michel; Kojadinovic, Ivan; Meyer, Patrick","A review of methods for capacity identification in Choquet integral based multi-attribute utility theory Applications of the Kappalab R package","MK8KC8ZV","European Journal of Operational Research","10.1016/j.ejor.2007.02.025",2008
"208","Hey, John D.; Lotito, Gianna; Maffioletti, Anna","The Descriptive and Predictive Adequacy of Theories of Decision Making Under Uncertainty/Ambiguity","3NFND3XT","Journal of Risk and Uncertainty","10.1007/s11166-010-9102-0",2010
"209","Humphrey, Steven J.; Verschoor, Arjan","The probability weighting function: experimental evidence from Uganda, India and Ethiopia","7ZLB9TZC","Economics Letters","10.1016/j.econlet.2004.02.015",2004
"210","Bleichrodt, Han; Cillo, Alessandra; Diecidue, Enrico","A Quantitative Measurement of Regret Theory","WFD9YJWF","Management Science","10.1287/mnsc.1090.1097",2010
"211","Tversky, Amos; Fox, Craig R.","Weighing Risk and Uncertainty","22WXDZYW","Psychological Review","10.1037/0033-295x.102.2.269",1995
"212","Wakker, Peter P.","Prospect Theory: For Risk and Ambiguity","LEIJWHTX","","",2010
"213","Loomes, Graham; Moffatt, Peter G.; Sugden, Robert","A Microeconometric Test of Alternative Stochastic Theories of Risky Choice","4WYX8H5L","Journal of Risk and Uncertainty","10.1023/a:1014094209265",2002
"214","Abdellaoui, Mohammed; Munier, Bertrand","How Consistent Are Probability Tradeoffs in Individual Preferences under Risk","PUY76HFP","Beliefs, Interactions and Preferences in Decision Making","",1999
"215","Noussair, Charles; Robin, Stephane; Ruffieux, Bernard","Revealing consumers' willingness-to-pay: A comparison of the BDM mechanism and the Vickrey auction","EWHSNI7L","Journal of Economic Psychology","10.1016/j.joep.2003.06.004",2004
"216","Abdellaoui, Mohammed; Vossmann, Frank; Weber, Martin","Choice-Based Elicitation and Decomposition of Decision Weights for Gains and Losses Under Uncertainty","LMGKVJ7Y","Management Science","10.1287/mnsc.1050.0388",2005
"217","Machina, Mark J.; Munier, Bertrand","Beliefs, Interactions and Preferences in Decision Making - Beliefs, interactions and preferences in decision making","EUAAY7ZX","","",1999
"218","Kunreuther, Howard; Pauly, Mark V.","Neglecting Disaster: Why Don't People Insure Against Large Losses?","EI4G4LVP","Journal of Risk and Uncertainty","10.1023/b:risk.0000009433.25126.87",2004
"219","Loomes, Graham","Evidence of a new violation of the independence axiom","5KV4BKBS","Journal of Risk and Uncertainty","10.1007/bf00057888",1991
"220","Vind, Karl","Independence, Additivity, Uncertainty","B2DINZW3","","",2003
"221","Gilboa, Itzhak; Schmeidler, David","Maxmin Expected Utility with a Non-Unique Prior","VSDV3YDS","Research Papers in Economics","10.22004/ag.econ.275405",0
"222","Donkers, Bas; Melenberg, Bertrand; van Soest, Arthur","Estimating Risk Attitudes using Lotteries: A Large Sample Approach","58QSG3G5","Journal of Risk and Uncertainty","10.1023/a:1011109625844",2001
"223","Harless, David W.; Camerer, Colin F.","The predictive utility of generalized expected utility theories","YMV7LY2G","Econometrica","10.2307/2951749",1994
"224","Werner, Katarzyna; Zank, Horst","Foundations for Prospect Theory Through Probability Midpoint Consistency","EK9LWCYP","Research Papers in Economics","",2012
"225","Luce, R. Duncan","When Four Distinct Ways to Measure Utility Are the Same","7NSJ7G2C","Journal of Mathematical Psychology","10.1006/jmps.1996.0031",1996
"226","Diecidue, Enrico; Wakker, Peter P.; Zeelenberg, Marcel","Eliciting decision weights by adapting de Finetti’s betting-odds method to prospect theory","4T882H9V","Journal of Risk and Uncertainty","10.1007/s11166-007-9011-z",2007
